CODIGO_LOCAL,NOMBRE_LOCAL,CP
570,"CEBLANAL, S.L",15900
587,RUBIANES TELECOMUNICACION S.L,36970
620,TELEOPERATOR COMUNICACIONES SL,32001
0633a,"CEBLANAL, S.L",27700
635,"LUALBO, S.L",15300
0661a,"COMUNICACIONES TUICOM, S.L",36740
700,RUBIANES TELECOMUNICACION S.L,36650
775,"LUALBO, S.L",15006
778,"LUALBO, S.L",15706
781,"LUALBO, S.L",36001
782,"LUALBO, S.L",36002
783,"LUALBO, S.L",36210
785,"LUALBO, S.L",36204
787,"LUALBO, S.L",36205
798,"LUALBO, S.L",15142
801,"LUALBO, S.L",15670
802,"LUALBO, S.L",15100
803,"LUALBO, S.L",36201
842,"CEBLANAL, S.L",27400
961,TELEOPERATOR COMUNICACIONES SL,32004
969,ELECTROTEL 2000 S.L.,15800
970,COMUNICACIONES DACU�A Y PEREZ,36400
974,"LANDIN TELECO, S.L.",36002
992,"CEBLANAL, S.L",15960
1009,"CEBLANAL, S.L",15930
1010,"CEBLANAL, S.L",15200
1014,"CEBLANAL, S.L",15220
1039,TELEOPERATOR COMUNICACIONES SL,32630
1040,TELEOPERATOR COMUNICACIONES SL,32600
1484,"CEBLANAL, S.L",36600
1489,"CEBLANAL, S.L",15701
1571,STAND -- CRS CHANNEL ECI RAM�N Y CAJAL - A CORU�A,15006
1575,STAND -- CRS CHANNEL TIENDAS ECI SANTIAGO,15702
1583,STAND -- CRS CHANNEL ECI VIGO,36204
1604,Sonimaxe Ferrol,27800
1821,GRANADA,18001
784,Marqu�s Larios,29015
60,Plaza Mayor M�laga,29004
124,Larios,29002
1170,Arc�ngel C�rdoba,14010
286,Kinepolis Granada,18197
1,Urquinaona,8010
101,PC L'Illa,8029
1165,Illa Carlemany,700
1172,Andorra Pulka,200
1173,Andorra Font Negre,200
131,La Roca,8430
1454,Pistes Vallnord Planells,300
1474,Tajo,8032
16,Passeig de Gr�cia,8007
2,Canaletes,8002
20,Port Ol�mpic,8005
213,PC Gran V�a Pedrosa,8908
215,F.C.B. - Exterior,8028
25,Sant Josep,8002
271,San Jaime,8002
293,Ronda San Antonio,8001
298,Montigal�,8917
34,Marem�gnum,8039
4,Portal de l'�ngel,8002
5,Gaud�,8025
743,Granollers Nord,8402
76,Numancia,8029
840,Villarroel,8036
90,Abrera,8630
922,PC Baricentro,8210
96,Diputaci�n,8007
1175,La Morea,31191
1376,C.C. Zubiarte,48015
1437,Itaroa,31620
871,Parque Astur,33400
888,Cinesa Santander,39011
100,Ruzafa,46002
1118,La Salera,12006
1164,Heron City Paterna,46980
156,Malvarrosa,46011
35,Barrachina,46002
891,Carcaixent,46740
899,La Vital,46700
920,X�tiva,46800
51,VALENCIA - Amadeo de Saboya,46010
057a,VALENCIA - RUZAFA,46002
66,TORRENT - Pais Valenci�,46900
181a,VALENCIA - CC El Saler,46013
215,ALMERIM�VIL COMUNICACIONES,4004
1477,NEXTEL FUTURE TELECOM S.L,4230
918,ALMERIM�VIL COMUNICACIONES,4230
225,ROQUETAS DE MAR - Roquetas,4740
93,TELEC. DE ALMANZORA S.L.,4600
212,NEXTEL FUTURE TELECOM S.L,4638
380,INDACOMUNICACIONES S.L.,4630
0404a,"INDAL PHONE, S.L",4770
591,"INDAL PHONE, S.L",4760
1015a,NEXTEL FUTURE TELECOM S.L,4860
1017a,NEXTEL FUTURE TELECOM S.L,4620
559,INDACOMUNICACIONES S.L.,4610
174,EL EJIDO - Boulevard,4700
200,ALMERIA - Garc�a Lorca,4004
1570,STAND -- EXPERIS ECI CONQUISTADORES,6004
206,"CENTROMOVILESBADAJOZ, S.L",6011
446,"CENTROMOVILESBADAJOZ, S.L",6140
91,"COMUNICACIONES SOLTERO, S.L.",6480
56,"GSM BAHIA, S.L.U.",6011
1487,"VODAREX COMUNICACIONES, S.L.L.",6004
197,"DIGITAL SUR, S.L",6420
500,"VODAREX COMUNICACIONES, S.L.L.",6700
304,"DIGITAL SUR, S.L",6400
618,"GSM BAHIA, S.L.U.",6700
464,"GSM BAHIA, S.L.U.",6800
0316a,"LUALBO, S.L",52001
0560a,"LUALBO, S.L",52001
0641a,"LUALBO, S.L",11500
15,"LUALBO, S.L",11500
451,"GRUPCOM RETAIL,  S.L.",50600
23,"GSM BAHIA, S.L.U.",11500
0627a,VISASUR TELECOMUNICACIONES S.L,11401
927,"INTEGRAL PHONE, S.L.",11008
415,"ZAITEL 500 , S.L.",50017
929,"INTEGRAL PHONE, S.L.",11012
0753a,"GRUPCOM RETAIL,  S.L.",50300
1050,"ZAITEL 500 , S.L.",50002
1588,STAND -- BOSYNET ECI BAH�A DE C�DIZ,11011
14,VISASUR TELECOMUNICACIONES S.L,11010
16,"LUALBO, S.L",11130
248a,ZARAGOZA - CC Puerto Venecia,50021
156,CHICLANA - Plaza,11130
730,VISASUR TELECOMUNICACIONES S.L,11380
103,AIRSUR COMUNICACIONES,11311
226,LA LINEA DE LA CONCEPCION - Real,11300
1591,STAND -- BOSYNET ECI ALGECIRAS,11204
51,"GSM BAHIA, S.L.U.",11204
28,"GSM BAHIA, S.L.U.",11407
0158a,MUNDITEL COMUNICACIONES DIGITA,11520
495,"SMALL MOVIL, S.L.",11540
524,MUNDITEL COMUNICACIONES DIGITA,11520
0648a,"CHANNEL DT DIGITAL, S.L.",11540
1465,"GRUPO LITELFONE ARAG�N, S.L.",50010
1561,STAND -- AJ CHANNEL 2013 - ECI INDEP - ZARAGOZA,50001
1596,STAND -- AJ CHANNEL 2013 - ECI PUERTO VENECIA,50004
132,ZARAGOZA - Independencia,50001
1047,"INTEGRAL PHONE, S.L.",11600
1562,STAND -- AJ CHANNEL 2013 - ECI ZARAGOZA,50008
E-PI1,Ars /  E-PI1,50750
194,ARCOS DE LA FRONTERA - Debajo del Corral,11630
416,"ZAITEL 500 , S.L.",50008
7,Jerez,11405
29,"GSM BAHIA, S.L.U.",11100
241,SAN FERNANDO - Almirante Leon Herrero,11100
2505,2505,43007
888,888,25100
77,Zaragoza,50008
0979a,"ZAITEL 500 , S.L.",50016
FH05389,FH PUERTO VENECIA,50021
A005,FH MAJADAHONDA,28220
A012,FH OPERA,28013
A026,FH G�NOVA,28004
A040,FH PARQUE CORREDOR,28850
A058,FH AVD. BRASIL,28020
A059,FH PRINCESA,28008
A068,FH CASTELLANA,28046
A119,FH PARQUE SUR,28916
A169,FH LA ERMITA,28011
FH05245,FH ALEGRA,28700
FH05247,FH ISLAZUL,28054
FH05251,FH PZA IMPERIAL,50197
FH05253 ,FH JARDINES,28013
FH05259 ,FH LA GAVIA,28051
FH05318,FH CUENCA,16004
FH05319,FH ALCAZAR DE SAN JUAN (CIUDAD REAL),13600
FH05320 ,FH AVDA DE ASTURIAS,28029
FH05322,FH PARQUE OESTE (ALCORCON),28920
FH05324,FH MONTECARMELO,28049
FH05327,FH JULIAN CAMARILLO,28037
FH05329,FH AVDA DE LA LIBERTAD (ALCORCON),28924
FH05331,FH PLAZA DE ALUCHE,28044
FH05336,FH PUERTOLLANO,13500
FH05339,FH PALENCIA,34002
FH05340,FH MOSTOLES,28938
FH05341,FH TORMES,37900
FH05342,FH ARAGONIA,50009
FH05361,FH ARANJUEZ,28300
FH05364,FH TORREJON,28806
FH05367,FH TALAVERA,45600
FH05368,FH EL ESCORIAL,28200
FH05372,FH TORRELODONES,28250
FH05373,FH BURGOS,9003
FH05380,FH GETAFE 3,28905
FH05381,FH ALCALA 230,28027
FH05387,FH ALBUFERA PLAZA,28038
FH05388,FH RIO SHOPPING,47195
FH05391,FH GARENA,28802
FH05398,FH COSLADA,28821
FH05402,FH LAS TABLAS,28050
I001279,FH CAMPO LAS NACIONES,28042
I001296,FH SEXTA AVENIDA,28023
S007,FH DIVERSIA,28100
S008,FH LORANCA,28942
S010,FH NASSICA,28906
S011,FH HERON CITY LAS ROZAS,28230
S012,FH ARTURO SORIA,28043
S014,FH LAS ROSAS,28032
S015,FH LA VAGUADA,28029
S016,FH AUDITORIO,28002
S017,FH L�PEZ DE HOYOS,28002
S018,FH MAGALLANES,28015
S019,FH EQUINOCCIO,28220
S023,FH KIN�POLIS MADRID,28223
S024,FH RIVAS,28529
S026,FH CIUDAD TRES CANTOS,28760
S030,FH VALLADOLID,47014
S032,FH VILLALBA,28400
S048,FH XANAD�,28939
S052,FH MORATALAZ,28030
S053,FH RONDA VALENCIA,28012
S054,FH MEGAPARK,28700
S063,FH LUZ DEL TAJO,45007
S065,FH CACERES,10002
S066,FH GUADALAJARA,19002
S068,FH ALCAL� 90,28009
S071,FH TRES AGUAS,28922
S073,FH PINTO,28320
S080,FH BRAVO MURILLO (MADRID),28003
S082,FH BOADILLA,28660
S084,FH VISTALEGRE,28019
S086,FH PARLA,28980
S088,FH LAS SIRENAS (SEGOVIA),40001
S090,FH AVD EUROPA,28224
S092,FH PLENILUNIO,28022
S096,FH FUENLABRADA,28941
S099,FH CUADERNILLOS,28805
S103,FH VALDEMORO,28760
S109,FH VILLANUEVA DE LA CA�ADA,28691
S110,FH CIUDAD REAL,13004
S120,FH PRINCIPE PIO,28008
E-SO1,Ars /  E-SO1,50629
354,OFINET PARTICULARES,14850
11,TELEUR S.L.,14640
828,"GSM BAHIA, S.L.U.",14014
1535,STAND -- BOSYNET ECI C�RDOBA,14008
10,TELEUR S.L.,14700
108,ORBITEL LINE S.L,14005
195,MAYCO COMUNICACIONES,14010
0355a,OFINET PARTICULARES,14014
0146a,OFINET PARTICULARES,14009
1582,STAND -- BOSYNET ECI NUEVO C�RDOBA,14011
195b,C�RDOBA - Jos� Cruz Conde,14008
434,"GSM BAHIA, S.L.U.",14900
1433,"SERVITEL XXI, S.L",14500
1435a,COMERCIAL JOSENDE S.L. JUMA,14940
158c,LUCENA - El Peso,14900
170,MOVITEL,14005
52,"GSM BAHIA, S.L.U.",14012
8,TELEUR S.L.,14001
2,Cordoba,14001
FH05257,FH TELDE,35218
FH05377,FH VECINDARIO,35110
598,RADITEL,28529
46,ARGANDA DEL REY - Juan de la Cierva,28500
680,"GRUPO LIDERTEL, S.L.",28032
0987a,"HABLASUR DIGITAL, S.L.",18014
0385a,"VENTIS TELECOM, S.L.",18220
490,NEVADA MOVIL S.L.,18197
1590,STAND -- EXPERIS ECI GENIL,18005
346,"IMAGINE PHONE, S.L.",28032
0944a,"VENTIS TELECOM, S.L.",18200
25,"GSM BAHIA, S.L.U.",18006
0154a,"VENTIS TELECOM, S.L.",18008
973,NEVADA MOVIL S.L.,18004
0492a,"VENTIS TELECOM, S.L.",18001
0709a,"VENTIS TELECOM, S.L.",18100
0946a,"VENTIS TELECOM, S.L.",18006
12,FINESTRAT,3509
23,ELCHE,3205
35,ORIHUELA,3300
42,TORREVIEJA,3180
0629a,"VENTIS TELECOM, S.L.",18690
44,MOLINA DE SEGURA,30500
206,MOTRIL - Seijas Lozano,18600
1503,VENTIS TELECOM S.L.,18006
1567,STAND -- EXPERIS TIENDAS ECI GRANADA,18006
1607,VENTIS TELECOM S.L.,18008
2,LE�N,24005
21,TORRELAVEGA,39300
24,BASAURI,48970
33,MONDRAG�N,20500
9,Granada,18005
148,HUELVA - Arquitecto P�rez Carasa,21001
FH05359,FH MARINEDA PLAZA,15008
S077,FH LOS CANTONES VILLAGE,15006
S094,FH GRAN V�A ( VIGO ),36204
5,LA CORU�A I,15008
6,LUGO,27004
17,ORENSE,32005
609,"PABLO SANCHEZ XXI, S.L.",21600
1543,STAND -- BOSYNET TIENDAS ECI HUELVA,21006
171,"PHONO AUTO HUELVA, S.L",21002
1,VALLADOLID I,47014
3,M�STOLES,28935
18,ZARAGOZA,50011
28,BURGOS,9006
36,ZAMORA,49004
38,VALLADOLID II,47008
40,RIVAS,28529
0426a,"INFORFONPC, S.L",21440
427,"INFORFONPC, S.L",21410
410,"INFORFONPC, S.L",21450
4,ALFAFAR,46910
11,CAMPANAR,46015
26,GAND�A,46700
149a,HUELVA - Alcalde Federico Molina,21006
484,"INFORFONPC, S.L",21002
719,"INFORFONPC, S.L",21100
720,"PABLO SANCHEZ XXI, S.L.",21700
1443,"PHONO AUTO HUELVA, S.L",21710
174,"CRISYCAR DE MOGUER, S.L.",21800
1488,"INFORFONPC, S.L",21003
54,"GSM BAHIA, S.L.U.",21007
CI1,7 PALMAS,35019
CI11,EL MUELLE,35008
CO45,LAS ARENAS,35010
CO51,CC LAS TERRAZAS,35220
0147a,PHONOCENTER SHOP 2006 SL,23440
887,PHONOCENTER SHOP 2006 SL,23100
1501,LINDE LINE S.L.,23005
1585,STAND -- EXPERIS ECI JA�N,23001
273,Jaen,23003
0305a,INGENIERIA Y TELEC. JAEN SLU,23200
0948a,PHONOCENTER SHOP 2006 SL,23700
1589,STAND -- EXPERIS ECI LINARES,23700
CI3,ARTEA,48940
CI30,PARQUE PRINCIPADO,33429
CI36,SANTANDER,39011
CI47,MAX OCIO KAREAGA,48903
CI48,ABANDOIBARRA ZUBIARTE,48001
CO27,PE�A CASTILLO,39011
CO35,YELMO BARAKALDO,48903
332,LINDE LINE S.L.,23650
0441a,LINDE LINE S.L.,23600
1421,PHONOCENTER SHOP 2006 SL,23100
844,LINDE LINE S.L.,23710
202,PHONOCENTER SHOP 2006 SL,23400
702,PHONOCENTER SHOP 2006 SL,23400
62,WINTEL LINE JA�N,23004
144,INGENIERIA Y TELEC. JAEN SLU,23740
1,ROSA CLARA PORTO,4050
CI26,NUEVA CONDOMINA,30110
CO28,THADER,30110
CI6,BONAIRE,46960
CO18,KINEPOLIS PATERNA,46980
CO29,ESPAI CAMPANAR,46015
29,PIGNATELLI VALENCIA,46002
3,ROSA CLARA VALENCIA,46002
9,FRANC SARABIA,46002
12,AIRE VALENCIA (GALERIAS LONDRES),46002
35,LA SOMBRERERIA,46002
CI27,OPORTO,8000
CI37,UCI CINEMA LISBOA,8000
S083,FH IMAGINALIA,2007
CI40,DOLCE VITA,8000
CO23,LUSOMUNDO NORTE SHOPPING,8000
CO3,ALVALAXIA SPORTING,8000
CO56,CINEMA CITY ALEGRO ALFAGRIDE,8000
LCG_03,LCG Sierpes 2-4,41004
435,COMERCIAL JOSENDE S.L. JUMA,29640
CO5,BAHIA MAR,29602
CI10,EL FORO,6800
CI17,LA CA�ADA,29600
CI46,ALGECIRAS,11379
CO16,GRAN MARBELLA,29660
CI32,PLAZA DE ARMAS,41001
CO2,�BACO CAMAS,41900
0513a,"LUALBO, S.L",29006
CO24,NERVI�N,41005
0476a,"LUALBO, S.L",29002
63,COMERCIAL JOSENDE S.L. JUMA,29640
220,MALAGA - Aurora,29002
0311a,"LUALBO, S.L",29003
146a,M�LAGA - Elcano,29017
CI13,FESTIVAL PARK,7011
CI16,HERON CITY,8016
CI18,LA FARGA,8197
CI19,LA MAQUINISTA,8030
CI24,MAREMAGNUM,8003
CI25,MATARO,8304
CI29,PARC VALL�S,8017
CI35,SANT CUGAT,8190
CI39,BARNASUD,8850
CI8,DIAGONAL,8017
CI9,DIAGONAL MAR,8017
CO21,LAUREN HORTA,8032
CO25,OCIMAX PALMA,7010
CO40,YELMO SANT CUGAT,8174
CO43,MAGIC BADALONA,8917
CO49,IMPERIAL SABADELL,8202
CO6,BALA�A BOSQUE,8012
CO62,L' �NEC BLAU (CASTELLDEFELS),8860
CO65,SPLAU,8940
CO66,LAS ARENAS PLAZA ESPA�A,8015
CO7,BALA�A GRAN SARRI�,8017
178a,M�LAGA - Vel�zquez,29003
215a,M�LAGA - Ram�rez de Madrid,29013
0360a,"LUALBO, S.L",29600
14,BARCELONA,8018
15,BADALONA,8916
27,TARRASA I,8226
274,Marbella,29600
0855a,"TECNOCAMP TRADE, S.L",29730
0878a,"LUALBO, S.L",29740
1556,STAND -- EXPERIS ECI M�LAGA II,29007
1569,STAND -- EXPERIS ECI BAH�A DE M�LAGA,29006
231a,VELEZ - Camino,29700
187a,RINC�N DE LA VICTORIA - CC Rinc�n de la Victoria,29720
53,"GSM BAHIA, S.L.U.",29620
1559,STAND -- EXPERIS ECI MIJAS,29650
581,COMERCIAL JOSENDE S.L. JUMA,29649
0109a,"LUALBO, S.L",29620
0156a,"LUALBO, S.L",29649
173,RONDA - Espinel,29400
JDB_07,ECI Plaza Catalu�a,8000
19,BADAJOZ,6010
14,Malaga Alameda,29005
16,LOS BARRIOS,11370
LCG_06,LCG Ferran 14,8002
25,ALGECIRAS,11200
LCG_05,LCG Palma de Mallorca,7001
20,M�LAGA,29006
0535a,"LUALBO, S.L",29130
8,S. JUAN DE AZNALFARACHE,41920
631,"TECNOCAMP TRADE, S.L",29580
632,COMERCIAL JOSENDE S.L. JUMA,29120
190,"TECNOCAMP TRADE, S.L",29590
0314a,"LUALBO, S.L",29680
469,VISASUR TELECOMUNICACIONES S.L,29680
568,COMERCIAL JOSENDE S.L. JUMA,29600
1541,STAND -- EXPERIS ECI MARBELLA PUERTO BANUS,29660
140a,MARBELLA - CC La Ca�ada,29600
145a,SAN PEDRO ALCANTARA - Iglesia,29670
0312a,"LUALBO, S.L",29010
0541a,"LUALBO, S.L",29010
24,"GSM BAHIA, S.L.U.",29007
27,"GSM BAHIA, S.L.U.",29007
T001131,LOS CRISTIANOS,38640
T001133,PLAYA FA�ABE,38670
T001167,SAN JOSE,38002
T001221,PALMERAS,38640
T001238,LA OROTAVA,38300
I001238,LA OROTAVA,38300
0540a,"VENTIS TELECOM, S.L.",29780
3,EL RECUERDO,28020
5,CAFETER�A EL OLVIDO,28036
CI12,EQUINOCCIO,28220
CI15,GRAN CASA,50015
CI20,LA MORALEJA,28100
CI21,LAS ROSAS,28032
CI22,LAS ROZAS,28230
CI23,LORANCA,28290
CI31,PARQUESUR,28916
CI33,PRINCIPE P�O,28008
CI34,PROYECCIONES,28001
CI38,XANADU,28939
CI41,LA GAVIA,28016
CI42,MANOTERAS,28050
CI43,MENDEZ ALVARO,28045
CI44,GETAFE,28096
CI45,ZARATAN,47610
CI50,PUERTO VENECIA,50021
CO1,�BACO ALCOBENDAS,28108
CO19,KINEPOLIS POZUELO,28223
CO41,YELMO TRES AGUAS,28922
CO52,YELMO CINES RIVAS FUTURA,28529
CO53,YELMO C.C. ISLAZUL,28044
CO54,YELMO PLENILUNIO,28022
CO55,DREAMS PALACIO DEL HIELO,28043
CO60,LA VAGUADA,28000
CO61,ARAGONIA,50011
CO64,PLAZA YELMO,50197
CO70,CINEBOX VALLSUR,47008
LCG_01,LCG Postas 18,28012
LCG_02,LCG Comercio 23,45001
LCG_04,LGC Zaragoza,50005
LCG_07,LCG Salamanca,37008
JDB_01,CC La Vaguada,28029
JDB_02,CC Plenilunio,28022
JDB_03,CC Gran V�a de Hortaleza,28043
JDB_04,CC Parquesur,28916
JDB_05,Jeff de Bruges Alcobendas,28108
JDB_06,ECI Pozuelo,28000
450,VISASUR TELECOMUNICACIONES S.L,41740
548,"SERVITEL XXI, S.L",41730
623,VISASUR TELECOMUNICACIONES S.L,41720
193,SEVILLA - Carmona,41008
3,Sevilla Lara�a,41003
0509a,"LUALBO, S.L",41900
718,"SERVITEL XXI, S.L",41940
881,"SERVITEL XXI, S.L",41930
1407,"SERVITEL XXI, S.L",41900
61,"GSM BAHIA, S.L.U.",41950
0686a,"INFORFONPC, S.L",41510
124,"TELCOM XXI, S.L.",41520
0189a,"TELCOM XXI, S.L.",41410
209,SEVILLA - Ciencias,41020
729,VISASUR TELECOMUNICACIONES S.L,41013
1042a,VISASUR TELECOMUNICACIONES S.L,41500
1530,STAND -- BOSYNET ECI NERVI�N,41005
1568,STAND -- BOSYNET ECI PLAZA DEL DUQUE,41002
60,"GSM BAHIA, S.L.U.",41500
10,Sevilla Luis Morales,41018
0389a,"SERVITEL XXI, S.L",41560
0391b,"SERVITEL XXI, S.L",41640
0530a,"PABLO SANCHEZ XXI, S.L.",41620
717,"SERVITEL XXI, S.L",41600
593,"TELCOM XXI, S.L.",41300
0684a,"LUALBO, S.L",41010
1044,"SERVITEL XXI, S.L",41980
A067,FH MANUEL GIRONA,8034
FH05326,FH GRAN VIA 2,8908
FH05360,FH IBIZA,7800
FH05382,FH FIGUERES,17600
I001258,FH HERON CITY BARCELONA,8016
I001442,FH MAGIC BADALONA,8917
I001445,FH SANT CUGAT,8172
S095,FH BALMES,8007
1,La Terraza del Patriarca,46002
0315a,"LUALBO, S.L",41011
A194,FH DIAGONAL MAR,8019
FH05333,FH MATARO PARC,8304
FH05376,FH PORTO PI,7015
FH05399,FH PARC VALLES,8223
FH05404,FH LERIDA,25001
I001295,FH LES GAVARRES,43006
I001299,FH SPLAU,8940
I001453,FH SANT PAU DE RIU SEC,8205
S004,FH LA MAQUINISTA,8030
S045,FH FESTIVAL PARC,7141
S050,FH OCIMAX,7010
S060,FH LAS GLORIAS,8018
S075,FH ESPAI GIRONES,17190
S085,FH CASTELLDEFELS,8860
S113,FH BARNASUD,8850
CT05353,AEROPUERTO ALICANTE,3000
I001039,CANALETAS,8002
I001118,SANTA M�NICA,8002
I001147,PISCINAS Y DEPORTES,8021
I001168,MAQUINISTA,8030
I001195,DIAGONAL MAR,8019
I001233,BADALONA,8911
I001260,PARALELO,8004
I001261,SAGRADA FAMILIA,8025
I001262,VIA LAIETANA,8003
F001476,THADER,30110
74,VISASUR TELECOMUNICACIONES S.L,41008
FH05062,FH STA CATALINA (MURCIA),30004
FH05260,FH DOS MARES (SAN JAVIER),30730
S057,FH ZIGZAG,30008
75,VISASUR TELECOMUNICACIONES S.L,41018
26,"GSM BAHIA, S.L.U.",41007
M002684,FH ONDARA,3760
M015687,FH ZENIA BOULEVARD,3189
S003,FH GRAN V�A ALICANTE,3015
S021,FH PETRER,3610
S043,FH PTA ALICANTE,3008
S049,FH PANORAMIS,3001
S059,FH SAN VICENT DE R.,3690
S072,FH HABANERAS (TORREVIEJA),3180
S076,FH FINESTRAT,3502
S100,FH L'ALJUB,3205
30,"GSM BAHIA, S.L.U.",41007
FH05256,FH PARQUE ALMENARA,30814
FH05405,FH NUEVA CONDOMINA,30110
S020,FH STA CATALINA (MURCIA),30004
S097,FH PARQUE MEDITERRANEO (CARTAGENA),30203
S098,FH THADER,30110
FH05250,FH BALLONTI,48290
FH05365,FH BILBAO,48011
FH05369,FH PAULINO CABALLERO,31002
FH05385,FH LEON 2,24001
S025,FH VALLE REAL,39600
S040,FH MAX OCIO,48903
S041,FH PAMPLONA,31191
S055,FH VITORIA,1013
S062,FH LE�N,24010
S070,FH ARTEA,48940
S074,FH PARQUE PRINCIPADO,33510
S078,FH SAN SEBASTI�N,20002
S114,FH EL ROSAL (PONFERRADA),24400
361,"SERVITEL XXI, S.L",41100
681,"GSM BAHIA, S.L.U.",41920
1534,STAND -- BOSYNET ECI AZNALFARACHE,41920
CT05118,ALBASANZ,28037
CT05127,BURGOS,9006
CT05129,CIUDAD REAL,13005
CT05133,PARIS,77700
CT05152,LISBOA,0
CT05186,VAGUADA,28029
F001480,PZ. CELENQUE,28013
F001484,PLAZA NORTE,28707
F001488,PLENILUNIO,28022
F001490,NASSICA GETAFE,28906
F001492,KINEPOLIS MADRID,28223
I001478,HERON CITY,28230
Z001508,ELCHE,3205
Z001517,BENIDORM,3509
Z001522,PETRER,3610
Z001543,TORRELAVEGA,39300
Z001651,PONFERRADA EL ROSAL,24400
182,"SERVITEL XXI, S.L",41130
378,"SERVITEL XXI, S.L",41006
FH05001,FH ALBACETE,2001
449,"GSM BAHIA, S.L.U.",41004
1463,VISASUR TELECOMUNICACIONES S.L,41005
398,VISASUR TELECOMUNICACIONES S.L,41500
0447a,VISASUR TELECOMUNICACIONES S.L,41710
658,VISASUR TELECOMUNICACIONES S.L,41089
I001180,PATERNA,46980
IT05109,GAND�A,46701
Z001413,AQUA,46023
Z001439,EL OSITO,46183
NSC_007,AUTOGRILL AREA DE SERVICIO LA PLANA,12540
Z001515,SAGUNTO,46500
Z001534,GANDIA,46700
Z001537,VILLARREAL,12540
1051,VISASUR TELECOMUNICACIONES S.L,41530
58,"GSM BAHIA, S.L.U.",41700
M002683,FH ARENA MULTIESPACIO,46019
M002685,FH ALZIRA,46600
M002686,FH CIUDAD DEL TRANSPORTE,12006
M002688,FH VILLARREAL,12540
S001,FH ALDAYA,46960
S002,FH ALFAFAR,46910
S027,FH ARTES GR�FICAS,46010
S028,FH NUEVO CENTRO,46009
S029,FH GRAN V�A M.T.,46005
S033,FH GRAN TURIA,46950
S035,FH PZA AYUNTAMIENTO,46002
S036,FH PATERNA,46980
S039,FH ALBACETE,2001
S091,FH AQUA,46023
S102,FH LA SALERA,12006
S107,FH EL SALER,46013
S108,FH EL OSITO,46183
S119,FH XATIVA,46800
A055,FH APOLONIO MORALES,28036
FH05013,FH BOADILLA,28660
FH05053,FH LORANCA,28942
FH05253,FH JARDINES,28013
FH05364,FH TORREJON,28850
I001284,FH LAS ROSAS,28032
CT05137,GLORIAS (BARCELONA),8018
CT05151,LERIDA,25008
F001474,DIAGONAL MAR,8019
F001458,GRAN VIA 69,28013
I001002,CALLAO,28013
I001003,"PRINCESA, 61",28008
I001008,EQUINOCCIO,28220
I001017,FUENLABRADA,28941
I001025,MANUEL BECERRA,28028
I001027,QUINTANA,28027
I001028,SANTA BARBARA,28004
I001031,PARQUE CORREDOR,28850
I001032,ARENAL,28013
I001034,ORENSE,28020
I001035,DIEGO DE LE�N,28006
I001036,"PRINCESA, 3",28008
I001037,QUEVEDO,28015
I001048,MAJADAHONDA,28220
I001049,LEGANES,28918
I001070,PARQUE SUR I,28016
I001083,ERMITA,28011
I001117,ESPARTEROS,28012
I001120,OPERA,28013
I001122,PARLA,28980
I001140,FERMIN CABALLERO,28034
I001143,HERON CITY,28230
I001146,VALDEMORO,28340
I001150,ALCALA NORTE,28027
I001152,URBIS,28224
I001154,RIVAS,28529
I001163,HIPERCOR,28224
I001176,PARQUESUR II,28916
I001183,MARCELO USERA,28026
I001230,CARRALERO,28220
I001236,NASSICA,28906
I001254,RIVAS FUTURA,28529
I001255 ,BK BARCEL�,28004
I001257,VILLALBA,28400
I001452,ARAVACA,28023
I001043,ROZAS,28230
2906,2906,8720
NSC_003,FLUNCH VAGUADA,28000
Z001525,MOSTOLES,28935
Z001546,PLASENCIA,10600
Z001635,S.S. DE LOS REYES,28702
F001429,NASSICA,28906
IT05106,BOADILLA,28660
IT05112,PLENILUNIO,28022
IT05114,TOLEDO (LUZ DEL TAJO),45007
IT05248,ISLA AZUL,28054
IT05383,SEGOVIA,40002
IT05395,SEGOVIA II,40002
Z001411,TRES AGUAS,28922
Z001421,CUADERNILLOS,28805
Z001541,VILLANUEVA,6700
Z001526,MERIDA,6800
Z001502,SEVILLA 1,41020
Z001513,MALAGA 1,29006
Z001500,JAEN,23009
Z001434,JEREZ(AREA SUR),11408
I001240,LOS BARRIOS I,11370
I001241,LOS BARRIOS II,11370
421,"TOTALFAN, S.L.",47012
1577,STAND -- EXPERIS ECI ZORRILLA,47006
1074,SERVICIOS INFORM. CANDELEDA,5200
51,Donosti Miramar,20004
192,USURBIL - CC Urbil,20170
Z001542,ORENSE,32890
Z001551,PONTEVEDRA,36143
12,"EASOVOX, S.L",20006
E-EC1,La Pausa /  E-EC1,5296
125a,VALLADOLID - CC Vallsur,47001
T001171,TOMAS MILLER,35007
T001181,LA BALLENA,35013
T001225,EL MUELLE,35008
T001251,LAS TERRAZAS,35218
509,ALIMERKA-LE-ASTORGA-CALVO SOTELO,24700
515,ALIMERKA-LE-LA BA�EZA,24750
536,ALIMERKA-ASTORGA-GARC�A PRIETO,24700
LT_66,LA TAGLIATELLA VITORIA,1008
923,"GRUPCOM RETAIL,  S.L.",25008
R-AT1,The Sweet Market /  R-AT1,28000
R-AT2,La Pausa /  R-AT2,28000
R-AT5,Cervecer�a / R-AT5,28000
102,ALIMERKA-OV-BENJAMIN ORTIZ,33011
